0.000000, 681, 273, 1, 
0.187622, 681, 273, 1, 
1.531407, 680, 276, 0, 
1.547066, 677, 285, 0, 
1.562695, 664, 340, 0, 
1.578256, 655, 412, 0, 
1.593881, 651, 446, 0, 
1.609511, 649, 469, 0, 
1.625137, 648, 484, 0, 
1.640762, 647, 490, 0, 
1.656467, 647, 493, 0, 
1.687759, 647, 493, 0, 
6.577051, 640, 511, 0, 
6.613647, 643, 505, 0, 
6.733970, 683, 453, 0, 
6.745497, 874, 326, 0, 
6.848262, 914, 314, 0, 
6.928480, 918, 314, 0, 
6.941524, 918, 314, 0, 
7.117482, 919, 314, 0, 
8.279639, 919, 314, 0, 
8.292179, 919, 313, 0, 
8.328272, 920, 313, 0, 
8.384424, 930, 301, 0, 
8.460637, 1119, 181, 0, 
8.508751, 1253, 125, 0, 
8.590969, 1324, 100, 0, 
8.710792, 1389, 90, 0, 
8.750396, 1346, 81, 0, 
8.799029, 1280, 81, 0, 
8.831609, 1279, 81, 0, 
8.869720, 1280, 81, 0, 
8.900791, 1314, 97, 0, 
8.971634, 1292, 113, 0, 
9.049344, 1087, 168, 0, 
9.164137, 567, 198, 0, 
9.175680, 280, 150, 0, 
9.223800, 251, 106, 0, 
9.288474, 229, 81, 0, 
9.300513, 177, 29, 0, 
9.380255, 162, 18, 0, 
9.458956, 113, -11, 0, 
9.538166, 84, -8, 0, 
9.550207, 17, 2, 0, 
9.631417, -9, 11, 0, 
9.977429, -18, 6, 0, 
10.018536, -144, -46, 0, 
10.063663, -320, -100, 0, 
10.109784, -344, -65, 0, 
10.221073, -299, -35, 0, 
10.505344, -2, 0, 0, 
10.573516, -23, -4, 0, 
10.615124, -475, -98, 0, 
10.627165, -232, -25, 0, 
10.737948, -53, -3, 0, 
10.749995, -102, -9, 0, 
10.854764, 0, 0, 0, 
10.887347, 0, 0, 1, 
11.245804, -1, 0, 0, 
11.259346, -9, 0, 0, 
11.304965, -43, -8, 0, 
11.386177, -272, -41, 0, 
11.470445, -510, 76, 0, 
11.716596, -4, 76, 0, 
11.730627, -42, 55, 0, 
11.815357, -85, 19, 0, 
11.898073, -953, -18, 0, 
12.125179, -7, 0, 0, 
12.144732, -48, -18, 0, 
12.178330, -194, -57, 0, 
12.297143, -532, -65, 0, 
12.530758, -5, -2, 0, 
12.566356, -55, -34, 0, 
12.645566, -456, -137, 0, 
12.727796, -909, 159, 0, 
12.901745, -1, 159, 0, 
12.917796, -2, 159, 0, 
12.992483, -87, 95, 0, 
13.056159, -950, 12, 0, 
13.121829, -411, 241, 0, 
13.324887, -5, 240, 0, 
13.378015, -31, 222, 0, 
13.424643, -513, 65, 0, 
13.527908, -678, 167, 0, 
13.756027, -6, 166, 0, 
13.767559, -40, 146, 0, 
13.788103, -87, 115, 0, 
13.894388, -166, 78, 0, 
13.977606, -1055, 293, 0, 
14.130024, -2, 293, 0, 
14.147067, 0, 293, 0, 
14.221765, -23, 281, 0, 
14.253840, -810, 145, 0, 
14.319022, -388, 290, 0, 
14.555651, -5, 290, 0, 
14.569680, -28, 276, 0, 
14.589741, -77, 239, 0, 
14.674466, -176, 179, 0, 
14.757684, -1084, 343, 0, 
14.927134, 0, 343, 0, 
14.990807, -7, 342, 0, 
15.072024, -709, 234, 0, 
15.103604, -792, 589, 0, 
15.307156, -6, 588, 0, 
15.373320, -134, 529, 0, 
15.403401, -875, 484, 0, 
15.467079, -315, 608, 0, 
15.724258, -1, 609, 0, 
15.790432, -11, 612, 0, 
15.823015, -425, 600, 0, 
15.885682, -247, 628, 0, 
15.926295, -434, 799, 0, 
16.010521, -106, 892, 0, 
16.093751, -13, 1031, 0, 
16.136854, 311, 1057, 0, 
16.255670, 785, 915, 0, 
16.345914, 1102, 696, 0, 
16.421621, 1117, 640, 0, 
16.459716, 581, 254, 0, 
16.505837, -92, 324, 0, 
16.581532, -134, 432, 0, 
16.614623, 6, 576, 0, 
16.663253, 48, 671, 0, 
16.695335, 134, 836, 0, 
16.751508, 243, 951, 0, 
16.966064, 242, 951, 0, 
17.017204, 142, 930, 0, 
17.041269, -320, 944, 0, 
17.121492, -409, 1024, 0, 
17.200691, -610, 1256, 0, 
17.240792, -17, 1034, 0, 
17.477421, -26, 1017, 0, 
17.489950, -97, 997, 0, 
17.580194, -119, 980, 0, 
17.625311, -857, 1016, 0, 
17.738110, -164, 1021, 0, 
17.942155, 0, 1021, 0, 
18.001314, -14, 1011, 0, 
18.039425, -513, 798, 0, 
18.070496, -497, 760, 0, 
18.134173, -189, 760, 0, 
18.211374, -117, 757, 0, 
18.438983, -3, 757, 0, 
18.507658, -159, 689, 0, 
18.567317, -855, 531, 0, 
18.664086, -441, 545, 0, 
18.908231, -3, 544, 0, 
18.927784, -28, 531, 0, 
18.961370, -58, 504, 0, 
18.993450, -236, 437, 0, 
19.065660, -88, 421, 0, 
19.138342, -79, 410, 0, 
19.150880, -151, 398, 0, 
19.246623, -728, 383, 0, 
19.248134, 0, 410, 1, 
19.412072, -2, 382, 0, 
19.430121, -28, 373, 0, 
19.492280, -188, 316, 0, 
19.610595, -519, 276, 0, 
19.694324, 0, 276, 0, 
19.741943, 0, 276, 0, 
19.820665, 0, 277, 0, 
19.894852, 57, 289, 0, 
19.977068, 57, 290, 0, 
20.017678, 57, 290, 0, 
20.094884, 57, 291, 0, 
20.141515, -29, 304, 0, 
20.217205, 0, 304, 0, 
20.294419, -1, 304, 0, 
20.339036, 0, 304, 1, 
20.780203, -2, 304, 0, 
20.791733, -4, 303, 0, 
20.848413, -10, 302, 0, 
20.871475, -40, 297, 0, 
20.996324, -1, 297, 0, 
21.149743, 0, 297, 0, 
21.207898, 1, 297, 0, 
21.253008, 1, 297, 0, 
21.285597, 1, 297, 0, 
21.358292, 3, 297, 0, 
21.477613, 400, 372, 0, 
21.560837, 765, 417, 0, 
21.608455, 900, 394, 0, 
21.693186, 942, 382, 0, 
21.918806, 943, 382, 0, 
21.932322, 947, 380, 0, 
21.970422, 1050, 356, 0, 
22.021556, 1204, 347, 0, 
22.090918, 1557, 389, 0, 
22.211344, 1470, 422, 0, 
33.570824, 407, 297, 0, 
33.615034, 447, 280, 0, 
33.640786, 846, 166, 0, 
33.764624, 1032, 132, 0, 
33.897477, 954, 167, 0, 
33.934181, 672, 312, 0, 
33.950727, 378, 478, 0, 
33.980811, 211, 417, 0, 
34.047486, 160, 225, 0, 
34.119177, 341, -125, 0, 
34.146750, 530, -97, 0, 
34.180846, 609, -10, 0, 
34.194374, 667, 6, 0, 
34.280626, 683, 14, 0, 
34.347310, 781, 121, 0, 
34.413984, 792, 196, 0, 
34.615516, 794, 196, 0, 
34.627048, 812, 195, 0, 
34.637076, 860, 189, 0, 
34.649608, 842, 187, 0, 
