0.000107, 350, 549, 1, 
0.430352, 351, 549, 0, 
0.438070, 352, 549, 0, 
0.446232, 355, 548, 0, 
0.453886, 358, 547, 0, 
0.462225, 360, 546, 0, 
0.469956, 362, 545, 0, 
0.477791, 364, 544, 0, 
0.487910, 366, 543, 0, 
0.493575, 369, 542, 0, 
0.502171, 371, 541, 0, 
0.509981, 372, 540, 0, 
0.517922, 374, 539, 0, 
0.525345, 377, 538, 0, 
0.533968, 378, 537, 0, 
0.542778, 379, 537, 0, 
0.549747, 381, 536, 0, 
0.558008, 382, 536, 0, 
0.565565, 383, 535, 0, 
0.573478, 384, 535, 0, 
0.582026, 385, 534, 0, 
0.590151, 386, 534, 0, 
0.597923, 386, 534, 0, 
0.606105, 387, 533, 0, 
0.613290, 387, 533, 0, 
0.621642, 388, 533, 0, 
0.629906, 389, 532, 0, 
0.638433, 389, 532, 0, 
0.645722, 390, 531, 0, 
0.654045, 391, 531, 0, 
0.661234, 392, 531, 0, 
0.671084, 392, 530, 0, 
0.677270, 393, 530, 0, 
0.685595, 394, 530, 0, 
0.693651, 394, 529, 0, 
0.701895, 395, 529, 0, 
0.709160, 396, 528, 0, 
0.717341, 396, 528, 0, 
0.725589, 397, 528, 0, 
0.733556, 397, 528, 0, 
0.741663, 398, 527, 0, 
0.749765, 398, 527, 0, 
0.757134, 398, 527, 0, 
0.765525, 399, 527, 0, 
0.773788, 399, 527, 0, 
0.781553, 399, 527, 0, 
0.789578, 399, 527, 0, 
0.797917, 399, 526, 0, 
0.861489, 399, 526, 0, 
0.871536, 399, 527, 0, 
0.877075, 398, 528, 0, 
0.885234, 397, 529, 0, 
0.893445, 394, 531, 0, 
0.901075, 393, 532, 0, 
0.909276, 390, 534, 0, 
0.917284, 388, 535, 0, 
0.925865, 385, 537, 0, 
0.933063, 383, 539, 0, 
0.941088, 380, 541, 0, 
0.948852, 379, 541, 0, 
0.956805, 376, 543, 0, 
0.965362, 375, 544, 0, 
0.973848, 374, 545, 0, 
0.981139, 374, 545, 0, 
0.989478, 373, 546, 0, 
0.996723, 373, 546, 0, 
1.004582, 372, 546, 0, 
1.022349, 372, 547, 0, 
1.044612, 372, 547, 0, 
1.332976, 372, 547, 1, 
1.636195, 372, 547, 0, 
1.643876, 373, 547, 0, 
1.651607, 376, 547, 0, 
1.659451, 377, 547, 0, 
1.667338, 383, 547, 0, 
1.675654, 387, 547, 0, 
1.683324, 390, 547, 0, 
1.692437, 396, 546, 0, 
1.699470, 400, 546, 0, 
1.707572, 406, 545, 0, 
1.715834, 413, 544, 0, 
1.723225, 416, 543, 0, 
1.731779, 420, 543, 0, 
1.740383, 426, 541, 0, 
1.747501, 431, 540, 0, 
1.755590, 437, 540, 0, 
1.764006, 446, 538, 0, 
1.771151, 448, 536, 0, 
1.779183, 452, 535, 0, 
1.789544, 455, 534, 0, 
1.795444, 460, 532, 0, 
1.803652, 466, 528, 0, 
1.811788, 468, 526, 0, 
1.819189, 471, 524, 0, 
1.827050, 475, 521, 0, 
1.835557, 477, 518, 0, 
1.843940, 479, 517, 0, 
1.851448, 481, 514, 0, 
1.859685, 482, 512, 0, 
1.866920, 484, 509, 0, 
1.875068, 486, 506, 0, 
1.883510, 487, 505, 0, 
1.892131, 489, 503, 0, 
1.899429, 490, 503, 0, 
1.907429, 491, 501, 0, 
1.914883, 492, 500, 0, 
1.923545, 493, 500, 0, 
1.931212, 493, 499, 0, 
1.939476, 493, 499, 0, 
1.947274, 494, 499, 0, 
1.955511, 494, 499, 0, 
1.962717, 494, 498, 0, 
2.100153, 494, 498, 1, 
2.438407, 493, 499, 0, 
2.446255, 490, 500, 0, 
2.454201, 487, 502, 0, 
2.462339, 484, 503, 0, 
2.470537, 481, 505, 0, 
2.478226, 478, 506, 0, 
2.485633, 471, 510, 0, 
2.494148, 464, 512, 0, 
2.502113, 456, 515, 0, 
2.510092, 450, 519, 0, 
2.518317, 443, 521, 0, 
2.525736, 438, 524, 0, 
2.533684, 430, 525, 0, 
2.542675, 425, 527, 0, 
2.549985, 422, 528, 0, 
2.557957, 413, 530, 0, 
2.566584, 411, 530, 0, 
2.573641, 406, 531, 0, 
2.581696, 403, 531, 0, 
2.590483, 399, 533, 0, 
2.598007, 396, 534, 0, 
2.606077, 394, 534, 0, 
2.614230, 390, 535, 0, 
2.621489, 388, 535, 0, 
2.629843, 386, 536, 0, 
2.639078, 385, 536, 0, 
2.645822, 382, 537, 0, 
2.653879, 381, 537, 0, 
2.662196, 380, 537, 0, 
2.669447, 380, 537, 0, 
2.677480, 379, 538, 0, 
2.685983, 379, 538, 0, 
2.694424, 378, 538, 0, 
2.701758, 378, 538, 0, 
2.822660, 378, 538, 1, 
3.093034, 379, 538, 0, 
3.100817, 382, 538, 0, 
3.109038, 384, 538, 0, 
3.116910, 390, 538, 0, 
3.125089, 395, 538, 0, 
3.132804, 402, 538, 0, 
3.141089, 409, 538, 0, 
3.148499, 416, 538, 0, 
3.157152, 427, 538, 0, 
3.164299, 436, 538, 0, 
3.172821, 446, 538, 0, 
3.180921, 459, 540, 0, 
3.188883, 472, 543, 0, 
3.196996, 486, 548, 0, 
3.205695, 501, 552, 0, 
3.212710, 516, 556, 0, 
3.220662, 527, 559, 0, 
3.228655, 532, 560, 0, 
3.236219, 549, 565, 0, 
3.244904, 553, 566, 0, 
3.254054, 560, 567, 0, 
3.260267, 565, 568, 0, 
3.268466, 570, 570, 0, 
3.276244, 573, 570, 0, 
3.284078, 574, 571, 0, 
3.292487, 576, 571, 0, 
3.300585, 577, 572, 0, 
3.308735, 577, 572, 0, 
3.317062, 578, 572, 0, 
3.324163, 578, 572, 0, 
3.332249, 578, 572, 0, 
3.341268, 578, 572, 0, 
3.364668, 579, 572, 0, 
3.372823, 579, 572, 1, 
3.676052, 578, 572, 0, 
3.683711, 578, 572, 0, 
3.691854, 576, 572, 0, 
3.700027, 574, 571, 0, 
3.707840, 572, 569, 0, 
3.715776, 569, 566, 0, 
3.723901, 567, 564, 0, 
3.731951, 563, 559, 0, 
3.740553, 559, 554, 0, 
3.747726, 554, 545, 0, 
3.755736, 547, 538, 0, 
3.763702, 544, 531, 0, 
3.771408, 542, 528, 0, 
3.779724, 538, 520, 0, 
3.789260, 535, 516, 0, 
3.795673, 533, 511, 0, 
3.803895, 531, 507, 0, 
3.811244, 530, 504, 0, 
3.820743, 529, 501, 0, 
3.827595, 529, 499, 0, 
3.835639, 528, 496, 0, 
3.843748, 528, 495, 0, 
3.851589, 528, 494, 0, 
3.859116, 528, 493, 0, 
3.867006, 528, 493, 0, 
3.875932, 528, 492, 0, 
3.883638, 528, 492, 0, 
3.891515, 528, 492, 0, 
3.899853, 528, 491, 0, 
3.906965, 527, 491, 0, 
3.915056, 527, 491, 0, 
3.931371, 527, 491, 0, 
3.957512, 527, 491, 1, 
4.354559, 527, 491, 0, 
4.362478, 524, 491, 0, 
4.370538, 522, 493, 0, 
4.378622, 519, 495, 0, 
4.386497, 515, 497, 0, 
4.394410, 512, 500, 0, 
4.402380, 505, 506, 0, 
4.410947, 496, 513, 0, 
4.418260, 489, 518, 0, 
4.426389, 484, 524, 0, 
4.434407, 480, 530, 0, 
4.442325, 475, 536, 0, 
4.449927, 473, 542, 0, 
4.458773, 470, 549, 0, 
4.466410, 469, 552, 0, 
4.474366, 467, 563, 0, 
4.482410, 467, 570, 0, 
4.489840, 467, 573, 0, 
4.497857, 467, 582, 0, 
4.506677, 467, 585, 0, 
4.514201, 467, 590, 0, 
4.522245, 468, 595, 0, 
4.530508, 471, 602, 0, 
4.537706, 472, 604, 0, 
4.546009, 474, 607, 0, 
4.556426, 476, 610, 0, 
4.562174, 478, 613, 0, 
4.570099, 479, 615, 0, 
4.578389, 480, 617, 0, 
4.585561, 481, 618, 0, 
4.594068, 482, 619, 0, 
4.602028, 483, 620, 0, 
4.610790, 485, 622, 0, 
4.617968, 487, 624, 0, 
4.626297, 490, 626, 0, 
4.633626, 491, 626, 0, 
4.641947, 494, 628, 0, 
4.650087, 497, 630, 0, 
4.658717, 500, 632, 0, 
4.665939, 503, 633, 0, 
4.674106, 508, 635, 0, 
4.681383, 511, 636, 0, 
4.689820, 513, 637, 0, 
4.697821, 516, 638, 0, 
4.706489, 518, 638, 0, 
4.713816, 521, 639, 0, 
4.721857, 524, 639, 0, 
4.729330, 527, 639, 0, 
4.738799, 532, 639, 0, 
4.745432, 536, 639, 0, 
4.753490, 540, 638, 0, 
4.761693, 544, 636, 0, 
4.769785, 546, 635, 0, 
4.779211, 551, 632, 0, 
4.785198, 555, 629, 0, 
4.793896, 557, 627, 0, 
4.801628, 560, 625, 0, 
4.809732, 562, 623, 0, 
4.817305, 564, 620, 0, 
4.826272, 565, 619, 0, 
4.833787, 566, 617, 0, 
4.842376, 567, 615, 0, 
4.849540, 568, 614, 0, 
4.857457, 569, 612, 0, 
4.865231, 570, 609, 0, 
4.873023, 570, 607, 0, 
4.881557, 571, 605, 0, 
4.890296, 573, 602, 0, 
4.897314, 573, 599, 0, 
4.905238, 574, 596, 0, 
4.912954, 575, 592, 0, 
4.922522, 576, 589, 0, 
4.929156, 576, 586, 0, 
4.937322, 577, 582, 0, 
